Mun;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;Total
430060 Alvorada;19.0;0.0;7.0;1.0;0.0;0.0;0.0;27.0
430063 Amaral Ferrador;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
430064 Ametista do Sul;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
430066 André da Rocha;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
430070 Anta Gorda;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
430080 Antônio Prado;3.0;2.0;0.0;1.0;0.0;0.0;0.0;6.0
430085 Arambaré;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
430087 Araricá;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
430090 Aratiba;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
430100 Arroio do Meio;9.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0
430107 Arroio do Padre;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
430105 Arroio do Sal;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
430120 Arroio do Tigre;0.0;4.0;2.0;1.0;0.0;0.0;0.0;7.0
430110 Arroio dos Ratos;0.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0
430130 Arroio Grande;2.0;4.0;1.0;1.0;0.0;0.0;0.0;8.0
430140 Arvorezinha;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
430150 Augusto Pestana;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0
430155 Áurea;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430160 Bagé;7.0;16.0;0.0;2.0;0.0;0.0;0.0;25.0
430163 Balneário Pinhal;4.0;0.0;4.0;0.0;0.0;0.0;0.0;8.0
430165 Barão;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
430170 Barão de Cotegipe;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430175 Barão do Triunfo;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
430185 Barra do Guarita;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
430187 Barra do Quaraí;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
430190 Barra do Ribeiro;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
430192 Barra do Rio Azul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430195 Barra Funda;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430180 Barracão;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
430200 Barros Cassal;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
430205 Benjamin Constant do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430210 Bento Gonçalves;5.0;20.0;8.0;2.0;0.0;1.0;0.0;36.0
430215 Boa Vista das Missões;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
430220 Boa Vista do Buricá;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
430222 Boa Vista do Cadeado;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430223 Boa Vista do Incra;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430225 Boa Vista do Sul;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430230 Bom Jesus;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
430235 Bom Princípio;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
430237 Bom Progresso;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430240 Bom Retiro do Sul;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
430245 Boqueirão do Leão;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
430250 Bossoroca;4.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0
430258 Bozano;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430260 Braga;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
430265 Brochier;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
430270 Butiá;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
430280 Caçapava do Sul;6.0;5.0;1.0;1.0;0.0;0.0;0.0;13.0
430290 Cacequi;1.0;5.0;2.0;1.0;0.0;0.0;0.0;9.0
430300 Cachoeira do Sul;1.0;25.0;3.0;1.0;0.0;0.0;0.0;30.0
430310 Cachoeirinha;6.0;10.0;13.0;1.0;0.0;0.0;0.0;30.0
430320 Cacique Doble;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
430330 Caibaté;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
430340 Caiçara;3.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0
430350 Camaquã;3.0;12.0;4.0;1.0;0.0;0.0;0.0;20.0
430355 Camargo;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
430360 Cambará do Sul;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
430367 Campestre da Serra;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
430370 Campina das Missões;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0
430380 Campinas do Sul;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
430390 Campo Bom;1.0;14.0;5.0;1.0;0.0;0.0;0.0;21.0
430400 Campo Novo;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0
430410 Campos Borges;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430420 Candelária;1.0;7.0;1.0;1.0;0.0;0.0;0.0;10.0
430430 Cândido Godói;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
430435 Candiota;3.0;2.0;1.0;0.0;0.0;0.0;0.0;6.0
430440 Canela;1.0;6.0;1.0;1.0;0.0;0.0;0.0;9.0
430450 Canguçu;19.0;7.0;1.0;1.0;0.0;0.0;0.0;28.0
430460 Canoas;0.0;38.0;6.0;3.0;2.0;0.0;0.0;49.0
430461 Canudos do Vale;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430462 Capão Bonito do Sul;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430463 Capão da Canoa;9.0;4.0;4.0;1.0;0.0;0.0;0.0;18.0
430465 Capão do Cipó;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430466 Capão do Leão;0.0;6.0;1.0;0.0;0.0;0.0;0.0;7.0
430468 Capela de Santana;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
430469 Capitão;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
430467 Capivari do Sul;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
430471 Caraá;3.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0
430470 Carazinho;14.0;0.0;14.0;1.0;0.0;0.0;0.0;29.0
430480 Carlos Barbosa;4.0;3.0;0.0;1.0;0.0;0.0;0.0;8.0
430485 Carlos Gomes;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430490 Casca;4.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0
430495 Caseiros;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430500 Catuípe;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
430510 Caxias do Sul;1.0;50.0;139.0;7.0;3.0;0.0;0.0;200.0
430511 Centenário;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430512 Cerrito;2.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0
430513 Cerro Branco;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
430515 Cerro Grande;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430517 Cerro Grande do Sul;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
430520 Cerro Largo;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
430530 Chapada;5.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0
430535 Charqueadas;12.0;5.0;3.0;1.0;0.0;0.0;0.0;21.0
430537 Charrua;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430540 Chiapetta;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0
430543 Chuí;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
430544 Chuvisca;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430545 Cidreira;0.0;4.0;2.0;0.0;0.0;0.0;0.0;6.0
430550 Ciríaco;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430558 Colinas;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430560 Colorado;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430570 Condor;2.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0
430580 Constantina;0.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0
430583 Coqueiro Baixo;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430585 Coqueiros do Sul;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
430587 Coronel Barros;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
430590 Coronel Bicaco;4.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0
430593 Coronel Pilar;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430595 Cotiporã;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
430597 Coxilha;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430600 Crissiumal;3.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0
430605 Cristal;3.0;2.0;1.0;0.0;0.0;0.0;0.0;6.0
430607 Cristal do Sul;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
430610 Cruz Alta;0.0;21.0;4.0;2.0;0.0;0.0;0.0;27.0
430613 Cruzaltense;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430620 Cruzeiro do Sul;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
430630 David Canabarro;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0
430632 Derrubadas;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
430635 Dezesseis de Novembro;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430637 Dilermando de Aguiar;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430640 Dois Irmãos;1.0;7.0;13.0;1.0;0.0;0.0;0.0;22.0
430642 Dois Irmãos das Missões;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
430645 Dois Lajeados;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
430650 Dom Feliciano;0.0;6.0;2.0;1.0;0.0;0.0;0.0;9.0
430660 Dom Pedrito;3.0;5.0;3.0;1.0;0.0;0.0;0.0;12.0
430655 Dom Pedro de Alcântara;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430670 Dona Francisca;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
430673 Doutor Maurício Cardoso;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430675 Doutor Ricardo;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430676 Eldorado do Sul;6.0;2.0;0.0;0.0;0.0;0.0;0.0;8.0
430680 Encantado;6.0;2.0;5.0;1.0;0.0;0.0;0.0;14.0
430690 Encruzilhada do Sul;2.0;6.0;1.0;1.0;0.0;0.0;0.0;10.0
430692 Engenho Velho;0.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0
430695 Entre Rios do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430693 Entre-Ijuís;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
430697 Erebango;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430700 Erechim;1.0;13.0;1.0;4.0;0.0;0.0;0.0;19.0
430705 Ernestina;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
430720 Erval Grande;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430730 Erval Seco;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
430740 Esmeralda;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430745 Esperança do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430750 Espumoso;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
430755 Estação;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
430760 Estância Velha;0.0;10.0;4.0;1.0;0.0;0.0;0.0;15.0
430770 Esteio;0.0;14.0;38.0;1.0;0.0;0.0;0.0;53.0
430780 Estrela;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
430781 Estrela Velha;2.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0
430783 Eugênio de Castro;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
430786 Fagundes Varela;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430790 Farroupilha;0.0;11.0;17.0;1.0;0.0;0.0;0.0;29.0
430800 Faxinal do Soturno;0.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0
430805 Faxinalzinho;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430807 Fazenda Vilanova;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430810 Feliz;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
430820 Flores da Cunha;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
430825 Floriano Peixoto;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430830 Fontoura Xavier;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
430840 Formigueiro;1.0;3.0;1.0;0.0;0.0;0.0;0.0;5.0
430843 Forquetinha;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430845 Fortaleza dos Valos;4.0;2.0;1.0;1.0;0.0;0.0;0.0;8.0
430850 Frederico Westphalen;5.0;5.0;0.0;1.0;0.0;0.0;0.0;11.0
430860 Garibaldi;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
430865 Garruchos;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
430870 Gaurama;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
430880 General Câmara;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
430885 Gentil;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
430890 Getúlio Vargas;4.0;5.0;0.0;1.0;0.0;0.0;0.0;10.0
430900 Giruá;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
430905 Glorinha;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430910 Gramado;3.0;7.0;6.0;1.0;0.0;1.0;0.0;18.0
430912 Gramado dos Loureiros;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
430915 Gramado Xavier;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430920 Gravataí;0.0;29.0;7.0;1.0;0.0;0.0;0.0;37.0
430925 Guabiju;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
430930 Guaíba;8.0;4.0;4.0;2.0;0.0;0.0;0.0;18.0
430940 Guaporé;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
430950 Guarani das Missões;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
430955 Harmonia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430710 Herval;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
430957 Herveiras;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430960 Horizontina;1.0;6.0;7.0;2.0;0.0;0.0;0.0;16.0
430965 Hulha Negra;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
430970 Humaitá;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
430975 Ibarama;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
430980 Ibiaçá;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
430990 Ibiraiaras;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
430995 Ibirapuitã;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431000 Ibirubá;1.0;7.0;1.0;1.0;0.0;0.0;0.0;10.0
431010 Igrejinha;1.0;12.0;2.0;1.0;0.0;0.0;0.0;16.0
431020 Ijuí;0.0;21.0;3.0;3.0;0.0;0.0;0.0;27.0
431030 Ilópolis;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
431033 Imbé;0.0;4.0;2.0;0.0;0.0;0.0;0.0;6.0
431036 Imigrante;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431040 Independência;2.0;2.0;3.0;0.0;0.0;0.0;0.0;7.0
431041 Inhacorá;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431043 Ipê;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
431046 Ipiranga do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431050 Iraí;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
431053 Itaara;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
431055 Itacurubi;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431057 Itapuca;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431060 Itaqui;3.0;7.0;0.0;1.0;0.0;0.0;0.0;11.0
431065 Itati;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431070 Itatiba do Sul;5.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0
431075 Ivorá;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
431080 Ivoti;2.0;5.0;6.0;1.0;0.0;0.0;0.0;14.0
431085 Jaboticaba;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
431087 Jacuizinho;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431090 Jacutinga;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431100 Jaguarão;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
431110 Jaguari;0.0;3.0;1.0;1.0;0.0;0.0;0.0;5.0
431112 Jaquirana;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431113 Jari;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431115 Jóia;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
431120 Júlio de Castilhos;0.0;7.0;2.0;1.0;0.0;0.0;0.0;10.0
431123 Lagoa Bonita do Sul;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
431127 Lagoa dos Três Cantos;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431130 Lagoa Vermelha;0.0;8.0;2.0;1.0;0.0;0.0;0.0;11.0
431125 Lagoão;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
431140 Lajeado;20.0;1.0;7.0;1.0;0.0;0.0;0.0;29.0
431142 Lajeado do Bugre;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431150 Lavras do Sul;4.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0
431160 Liberato Salzano;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431162 Lindolfo Collor;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431164 Linha Nova;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431171 Maçambará;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
431170 Machadinho;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
431173 Mampituba;0.0;3.0;2.0;0.0;0.0;0.0;0.0;5.0
431175 Manoel Viana;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
431177 Maquiné;3.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0
431179 Maratá;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431180 Marau;0.0;15.0;4.0;2.0;0.0;0.0;0.0;21.0
431190 Marcelino Ramos;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
431198 Mariana Pimentel;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431200 Mariano Moro;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431205 Marques de Souza;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
431210 Mata;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
431213 Mato Castelhano;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431215 Mato Leitão;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431217 Mato Queimado;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431220 Maximiliano de Almeida;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
431225 Minas do Leão;2.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0
431230 Miraguaí;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431235 Montauri;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431237 Monte Alegre dos Campos;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431238 Monte Belo do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431240 Montenegro;0.0;11.0;3.0;1.0;0.0;0.0;0.0;15.0
431242 Mormaço;5.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0
431244 Morrinhos do Sul;3.0;2.0;1.0;0.0;0.0;0.0;0.0;6.0
431245 Morro Redondo;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
431247 Morro Reuter;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431250 Mostardas;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
431260 Muçum;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
431261 Muitos Capões;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431262 Muliterno;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431265 Não-Me-Toque;6.0;1.0;2.0;1.0;0.0;0.0;0.0;10.0
431267 Nicolau Vergueiro;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431270 Nonoai;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
431275 Nova Alvorada;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431280 Nova Araçá;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431290 Nova Bassano;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
431295 Nova Boa Vista;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431300 Nova Bréscia;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
431301 Nova Candelária;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
431303 Nova Esperança do Sul;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
431306 Nova Hartz;4.0;0.0;5.0;0.0;0.0;0.0;0.0;9.0
431308 Nova Pádua;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431310 Nova Palma;0.0;4.0;1.0;1.0;0.0;0.0;0.0;6.0
431320 Nova Petrópolis;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
431330 Nova Prata;6.0;2.0;0.0;1.0;0.0;0.0;0.0;9.0
431333 Nova Ramada;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
431335 Nova Roma do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431337 Nova Santa Rita;0.0;6.0;3.0;0.0;0.0;0.0;0.0;9.0
431349 Novo Barreiro;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431339 Novo Cabrais;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431340 Novo Hamburgo;19.0;9.0;26.0;3.0;0.0;1.0;0.0;58.0
431342 Novo Machado;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
431344 Novo Tiradentes;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431346 Novo Xingu;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
431350 Osório;14.0;5.0;2.0;1.0;0.0;0.0;0.0;22.0
431360 Paim Filho;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
431365 Palmares do Sul;0.0;4.0;1.0;1.0;0.0;0.0;0.0;6.0
431370 Palmeira das Missões;0.0;11.0;2.0;1.0;0.0;0.0;0.0;14.0
431380 Palmitinho;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
431390 Panambi;0.0;12.0;2.0;1.0;0.0;0.0;0.0;15.0
431395 Pantano Grande;2.0;5.0;1.0;0.0;0.0;0.0;0.0;8.0
431400 Paraí;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0
431402 Paraíso do Sul;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431403 Pareci Novo;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
431405 Parobé;1.0;13.0;3.0;1.0;0.0;0.0;0.0;18.0
431406 Passa Sete;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
431407 Passo do Sobrado;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431410 Passo Fundo;2.0;40.0;177.0;5.0;2.0;0.0;0.0;226.0
431413 Paulo Bento;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431415 Paverama;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
431417 Pedras Altas;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431420 Pedro Osório;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0
431430 Pejuçara;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0
431440 Pelotas;2.0;53.0;10.0;9.0;1.0;0.0;0.0;75.0
431442 Picada Café;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
431445 Pinhal;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431446 Pinhal da Serra;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
431447 Pinhal Grande;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
431449 Pinheirinho do Vale;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431450 Pinheiro Machado;0.0;5.0;2.0;1.0;0.0;0.0;0.0;8.0
431454 Pinto Bandeira;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431455 Pirapó;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
431460 Piratini;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
431470 Planalto;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
431475 Poço das Antas;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431477 Pontão;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
431478 Ponte Preta;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431480 Portão;2.0;4.0;2.0;1.0;0.0;0.0;0.0;9.0
431490 Porto Alegre;0.0;145.0;22.0;20.0;9.0;1.0;3.0;200.0
431500 Porto Lucena;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
431505 Porto Mauá;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431507 Porto Vera Cruz;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431510 Porto Xavier;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
431513 Pouso Novo;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
431514 Presidente Lucena;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431515 Progresso;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
431517 Protásio Alves;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431520 Putinga;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
